0,-0.040,-0.189,-0.320,-0.336,-0.285,-0.209,-0.114,0.049,0.207,0.335,0.419,0.500,0.565,0.603,0.627,0.626,0.614,0.602,0.588,0.578,0.572,0.566,0.562,0.562,0.553,0.555,0.561,0.576,0.591,0.624,0.663,0.699,0.748,0.788,0.833,0.898,0.966,1.026,1.095,1.169,1.242,1.323,1.404,1.504,1.590,1.668,1.733,1.788,1.842,1.876,1.884,1.865,1.829,1.785,1.743,1.674,1.618,1.562,1.492,1.450,1.391,1.326,1.278,1.243,1.204,1.168,1.141,1.126,1.099,1.081,1.076,1.069,1.057,1.059,1.054,1.042,1.032,1.028,1.021,1.000,0.983,0.957,0.925,0.878,0.831,0.776,0.714,0.642,0.566,0.432,0.260,-0.044,-0.746,-1.084,-1.270,-1.315,-1.312,-1.301,-1.206,-1.063,-1.079
0,-0.063,-0.160,-0.272,-0.299,-0.303,-0.302,-0.271,-0.245,-0.206,-0.159,-0.020,0.167,0.298,0.378,0.425,0.473,0.506,0.531,0.550,0.558,0.561,0.568,0.573,0.573,0.577,0.578,0.567,0.557,0.555,0.559,0.554,0.555,0.575,0.588,0.610,0.647,0.702,0.762,0.835,0.924,1.038,1.187,1.353,1.542,1.721,1.872,2.003,2.076,2.106,2.111,2.066,2.023,1.982,1.934,1.891,1.832,1.774,1.706,1.643,1.596,1.522,1.449,1.382,1.322,1.278,1.219,1.182,1.132,1.071,1.024,0.970,0.930,0.888,0.836,0.782,0.727,0.664,0.615,0.556,0.510,0.460,0.410,0.363,0.335,0.293,0.244,0.178,0.097,-0.008,-0.140,-0.382,-0.851,-1.080,-1.051,-0.990,-0.914,-0.836,-0.764,-0.656,-0.565,-0.550
0,0.078,-0.042,-0.212,-0.332,-0.341,-0.283,-0.203,-0.122,-0.063,-0.030,-0.010,0.022,0.091,0.141,0.193,0.232,0.261,0.277,0.279,0.283,0.288,0.286,0.290,0.290,0.288,0.284,0.280,0.282,0.278,0.274,0.278,0.281,0.289,0.291,0.298,0.299,0.313,0.316,0.325,0.339,0.352,0.369,0.399,0.425,0.470,0.524,0.595,0.686,0.814,0.937,1.076,1.169,1.266,1.306,1.294,1.273,1.242,1.203,1.166,1.129,1.072,1.020,0.969,0.910,0.874,0.822,0.756,0.697,0.634,0.584,0.539,0.490,0.446,0.411,0.381,0.357,0.316,0.268,0.227,0.181,0.136,0.081,0.024,-0.038,-0.112,-0.180,-0.255,-0.310,-0.347,-0.389,-0.400,-0.378,-0.360,-0.326,-0.282,-0.276,-0.278,-0.282,-0.285,-0.335,-0.370
0,0.149,-0.042,-0.156,-0.182,-0.214,-0.240,-0.239,-0.215,-0.186,-0.143,-0.080,-0.000,0.114,0.239,0.327,0.390,0.437,0.481,0.501,0.514,0.523,0.530,0.531,0.538,0.539,0.537,0.539,0.548,0.562,0.573,0.591,0.614,0.634,0.655,0.681,0.706,0.730,0.757,0.790,0.822,0.861,0.924,0.966,1.050,1.115,1.203,1.314,1.420,1.542,1.661,1.791,1.896,1.978,2.022,2.054,2.022,2.027,2.000,1.947,1.840,1.758,1.659,1.587,1.515,1.455,1.395,1.349,1.318,1.289,1.270,1.246,1.224,1.201,1.181,1.165,1.138,1.109,1.074,1.034,0.979,0.918,0.854,0.783,0.707,0.632,0.539,0.442,0.354,0.263,0.153,0.024,-0.128,-0.328,-0.581,-0.821,-1.052,-1.182,-1.254,-1.280,-1.230,-1.215
0,-0.045,-0.182,-0.294,-0.334,-0.334,-0.316,-0.271,-0.226,-0.188,-0.134,-0.076,0.002,0.090,0.195,0.265,0.326,0.380,0.432,0.475,0.515,0.544,0.568,0.589,0.601,0.610,0.616,0.629,0.640,0.648,0.665,0.678,0.693,0.711,0.737,0.765,0.792,0.819,0.863,0.907,0.955,1.003,1.049,1.094,1.121,1.142,1.154,1.149,1.136,1.125,1.081,1.012,0.952,0.890,0.822,0.758,0.691,0.624,0.563,0.515,0.462,0.427,0.391,0.364,0.351,0.342,0.341,0.339,0.338,0.336,0.343,0.353,0.365,0.369,0.354,0.340,0.325,0.301,0.280,0.253,0.229,0.193,0.162,0.128,0.108,0.084,0.063,0.057,0.061,0.062,0.087,0.097,0.078,0.033,-0.043,-0.125,-0.249,-0.374,-0.585,-0.653,-0.615,-0.610
0,0.152,0.001,-0.082,-0.137,-0.132,-0.111,-0.092,-0.087,-0.084,-0.086,-0.081,-0.061,-0.017,0.052,0.099,0.123,0.144,0.159,0.194,0.215,0.224,0.225,0.231,0.231,0.233,0.235,0.239,0.243,0.252,0.266,0.276,0.291,0.301,0.312,0.338,0.354,0.387,0.405,0.426,0.453,0.479,0.508,0.542,0.572,0.610,0.656,0.685,0.723,0.757,0.773,0.796,0.804,0.793,0.763,0.742,0.678,0.627,0.564,0.484,0.399,0.310,0.230,0.152,0.075,0.022,-0.019,-0.058,-0.079,-0.097,-0.104,-0.128,-0.140,-0.149,-0.162,-0.183,-0.216,-0.244,-0.271,-0.305,-0.330,-0.366,-0.389,-0.440,-0.487,-0.555,-0.647,-0.727,-0.785,-0.827,-0.857,-0.902,-0.958,-1.011,-1.024,-1.059,-1.104,-1.108,-1.084,-1.013,-0.857,-0.847
0,-0.052,-0.180,-0.272,-0.262,-0.165,-0.049,0.049,0.084,0.062,0.055,0.060,0.073,0.089,0.102,0.092,0.075,0.053,0.028,0.019,0.015,0.026,0.033,0.054,0.068,0.087,0.112,0.144,0.178,0.217,0.278,0.331,0.407,0.487,0.574,0.650,0.762,0.865,0.962,1.048,1.105,1.168,1.209,1.233,1.260,1.276,1.284,1.282,1.271,1.265,1.251,1.234,1.224,1.204,1.199,1.188,1.153,1.115,1.090,1.039,1.002,0.953,0.914,0.878,0.864,0.835,0.822,0.798,0.777,0.766,0.760,0.735,0.721,0.705,0.676,0.659,0.625,0.596,0.568,0.544,0.507,0.439,0.364,0.285,0.201,0.109,0.003,-0.097,-0.184,-0.283,-0.441,-0.700,-0.957,-1.084,-1.173,-1.260,-1.332,-1.359,-1.349,-1.339,-1.291,-1.297
0,0.094,-0.018,-0.096,-0.169,-0.188,-0.181,-0.176,-0.176,-0.172,-0.144,-0.107,-0.079,-0.060,-0.027,0.007,0.035,0.044,0.056,0.075,0.091,0.106,0.116,0.128,0.139,0.150,0.158,0.171,0.181,0.191,0.198,0.209,0.217,0.222,0.226,0.235,0.241,0.248,0.252,0.259,0.271,0.286,0.303,0.318,0.331,0.345,0.362,0.379,0.402,0.418,0.445,0.481,0.512,0.555,0.591,0.641,0.689,0.745,0.807,0.860,0.910,0.942,0.974,0.996,0.999,0.990,0.974,0.957,0.931,0.899,0.865,0.837,0.799,0.759,0.737,0.722,0.683,0.647,0.621,0.589,0.550,0.501,0.452,0.408,0.367,0.319,0.285,0.253,0.233,0.227,0.220,0.222,0.199,0.088,-0.058,-0.205,-0.324,-0.437,-0.391,-0.096,0.089,0.089
0,0.207,0.052,-0.091,-0.175,-0.215,-0.188,-0.134,-0.126,-0.134,-0.141,-0.133,-0.139,-0.154,-0.157,-0.160,-0.164,-0.171,-0.172,-0.165,-0.152,-0.143,-0.127,-0.106,-0.084,-0.068,-0.054,-0.032,-0.002,0.024,0.052,0.084,0.114,0.158,0.190,0.229,0.277,0.328,0.390,0.456,0.534,0.626,0.729,0.871,1.007,1.149,1.304,1.435,1.550,1.616,1.645,1.638,1.622,1.574,1.531,1.469,1.402,1.340,1.252,1.184,1.109,1.022,0.953,0.903,0.842,0.788,0.745,0.686,0.653,0.606,0.566,0.535,0.510,0.486,0.452,0.414,0.380,0.338,0.292,0.253,0.220,0.178,0.149,0.127,0.104,0.085,0.078,0.073,0.070,0.079,0.080,0.088,0.062,0.028,-0.011,-0.043,-0.054,0.006,0.106,0.081,-0.018,-0.022
0,-0.077,-0.179,-0.345,-0.441,-0.463,-0.444,-0.397,-0.340,-0.271,-0.208,-0.156,-0.127,-0.110,-0.116,-0.134,-0.154,-0.151,-0.123,-0.088,-0.040,0.003,0.041,0.071,0.099,0.125,0.133,0.152,0.165,0.185,0.195,0.218,0.245,0.275,0.298,0.324,0.345,0.387,0.413,0.442,0.473,0.502,0.546,0.569,0.613,0.641,0.674,0.717,0.747,0.779,0.801,0.811,0.818,0.808,0.813,0.804,0.749,0.732,0.740,0.720,0.689,0.677,0.668,0.658,0.652,0.633,0.619,0.615,0.615,0.619,0.630,0.631,0.639,0.648,0.659,0.681,0.688,0.709,0.724,0.727,0.743,0.759,0.774,0.789,0.809,0.846,0.856,0.873,0.878,0.823,0.730,0.587,0.502,0.538,0.529,0.346,0.053,-0.404,-0.872,-0.863,-0.483,-0.483
